20250126 230100;2805.2;2806.6;2797.8;2800.2;142
20250126 230200;2800.3;2801.9;2800;2800.1;25
20250126 230300;2800.8;2800.8;2799.5;2799.8;44
20250126 230400;2799.2;2800.2;2798.6;2798.6;26
20250126 230500;2799.2;2799.2;2794.6;2795.1;72
20250126 230600;2795.5;2796.3;2794.8;2795.2;17
20250126 230700;2796.5;2796.5;2796.5;2796.5;1
20250126 230800;2797.9;2798.2;2797.9;2797.9;3
20250126 230900;2798;2798;2796.8;2797.3;15
20250126 231000;2797.4;2799.5;2797.4;2799.5;4
20250126 231100;2799.6;2799.7;2798.8;2799.5;8
20250126 231200;2799.5;2799.8;2799.3;2799.6;15
20250126 231300;2799.9;2801;2799.8;2800.7;17
20250126 231400;2800;2800.5;2800;2800.5;8
20250126 231500;2800.5;2801;2800.5;2801;6
20250126 231600;2799.6;2800;2799.4;2800;21
20250126 231700;2799.5;2799.5;2799.5;2799.5;3
20250126 231800;2799.2;2799.5;2799.2;2799.2;10
20250126 231900;2800.7;2801;2800.7;2801;3
20250126 232000;2800.3;2800.3;2800.3;2800.3;1
20250126 232100;2800.5;2800.5;2800.2;2800.2;2
20250126 232200;2800.1;2800.1;2799.7;2800.1;4
20250126 232300;2800;2800.5;2800;2800.2;6
20250126 232400;2800.2;2800.2;2799.8;2799.8;16
20250126 232500;2800.2;2800.4;2800.2;2800.3;6
20250126 232600;2800.8;2800.8;2800;2800.1;5
20250126 232700;2799.7;2800;2799.7;2800;3
20250126 232800;2800.3;2800.6;2800.3;2800.6;2
20250126 232900;2800.6;2801;2800.3;2800.7;12
20250126 233000;2800.5;2800.7;2800.5;2800.7;2
20250126 233100;2800.8;2800.9;2800.6;2800.9;14
20250126 233200;2799.4;2799.4;2799;2799.3;14
20250126 233300;2799.1;2799.3;2799;2799.3;5
20250126 233400;2799.3;2799.3;2799.2;2799.2;3
20250126 233500;2799.2;2799.3;2799.2;2799.2;6
20250126 233600;2799;2799;2799;2799;2
20250126 233700;2799.5;2800;2799.5;2800;3
20250126 234000;2800.4;2800.4;2800;2800.3;6
20250126 234100;2800.1;2800.2;2799.8;2800.2;16
20250126 234200;2800.2;2800.4;2800.2;2800.4;17
20250126 234300;2800.7;2800.8;2800.7;2800.8;30
20250126 234400;2800.6;2800.6;2800.6;2800.6;1
20250126 234500;2800;2800.1;2800;2800.1;2
20250126 234600;2801;2801.7;2800.7;2801.7;7
20250126 234700;2801.4;2801.4;2801.4;2801.4;1
20250126 234800;2801.6;2801.6;2801.3;2801.3;2
20250126 234900;2801;2801;2800.6;2800.6;4
20250126 235000;2800.8;2801.1;2800.8;2801;4
20250126 235100;2800.3;2800.3;2799.8;2799.8;3
